id,display,rank
32059,Hedemannsgade 10,2
422,Dollerupvej (1931-),2
92085,Tværgade 18,2
98198,Østboulevarden 11,2
51086,Lollandsgade 15,2
23979,Frederiksbjerg Torv 8,2
16160,Dybbølgade 7,2
34428,Holbergsgade 15,1
3158,Absalonsgade 27,1
77470,Skovvejen 67,1
51122,Lollandsgade 55,1
3177,Absalonsgade 49,1
95062,Vesterport 6,1
59189,Norsgade 16,1
26435,Gerlachsgade 14,1
85636,Sølystgade 36,1
1057,Hyldevej,1
84477,Studsgade 31,1
77478,Skovvejen 79,1
87885,Tietgens Plads 10,1
2380,Svinget,1
97497,Willemoesgade 34,1
23956,Frederiks Alle 141,1
73039,Sjællandsgade 7,1
89172,Tordenskjoldsgade 80,1
1220,Kastaniegade (1927-),1
81540,St. St. Blichers Gade 23,1
2301,Stavangergade (1910-),1
4117,Anholtsgade 9,1
51080,Lollandsgade 8,1
16015,Dronning Margrethes Vej 15,1
64098,Pilevej 4,1
1623,Monradsvej,1
99503,Åboulevarden 54,1
50750,Lindevej 7,1
8938,Borggade 5,1
54223,Marselis Boulevard 94,1
68824,Ryesgade 2A,1
89109,Tordenskjoldsgade 4,1
85653,Sølystgade 52,1
60708,Nørre Alle 22,1
33722,Hjortensgade 5,1
54314,Marselisborg Alle 32,1
61369,Odensegade 18,1
48984,Langelandsgade 112,1
84127,Strandparken 35,1
77296,Skovvangsvej 143,1
22257,Ewaldsgade 7,1
94254,Vejlegade 3,1
108767,Aarhus Hovedbanegård (1929-),1
82441,Steinmannsgade 2,1
89166,Tordenskjoldsgade 73,1
63083,Pallisvej 20,1
33134,Herredsvej 14,1
94607,Vestergade 78,1
48995,Langelandsgade 130,1
72005,Schleppegrellsgade 23,1
89165,Tordenskjoldsgade 71,1
54367,Marselisvej 12,1
24064,Frederiksgade 86,1
32797,Helgenæsgade 6,1
32176,Heibergsgade 4,1
33689,Hjelmensgade 6,1
33744,Hjortensgade 28,1
84118,Strandparken 25,1
94435,Vesterbrogade 8,1
51097,Lollandsgade 26,1
73265,Skanderborgvej 21,1
55440,Montanagade 27,1
23930,Frederiks Alle 117,1
5194,Badstuegade 4,1
187,Bjarkesvej,1
1575,Marselis Tværvej (1914-),1
71428,Samsøgade 48,1
87855,Thunøgade 60,1
37140,Høegh-Guldbergs Gade 49,1
75559,Skolegyde 1,1
32862,Helgolandsgade 22,1
97578,Ydunsvej 10,1
97549,Wilstersgade 39,1
1719,Nobilis,1
109422,Toldboden,1
1971,Rosenhaven,1
51134,Lollandsgade 67,1
108101,Fortegården,1
51132,Lollandsgade 65,1
85703,Sønder Alle 25,1
89148,Tordenskjoldsgade 40,1
24111,Frejasvej 19,1
40742,Jerichausgade 20,1
13174,Bøgevej 7,1
43049,Kastaniegade 5,1
60778,Nørre Alle 54,1
8935,Borggade 1,1
2268,Sommervej,1
57397,Møllestien 24,1
87794,Thunøgade 3,1
97545,Wilstersgade 34,1
23976,Frederiksbjerg Torv 5,1
67487,Rosenkrantzgade 5,1
91912,Trøjborgvej 36,1
109373,Studsgade 68,1
51084,Lollandsgade 12,1
33683,Hjelmensgade 2,1
55464,Montanagade 44,1
34445,Holbergsgade 31,1
23731,Fredensgade 39,1
9755,Brendstrupvej 35,1
51141,Lollandsgade 75,1
89145,Tordenskjoldsgade 36,1
23866,Frederiks Alle 32,1
61660,Oldjorden 3,1
67526,Rosensgade 21,1
89110,Tordenskjoldsgade 5,1
84478,Studsgade 32,1
2699,Vibyvej,1
4116,Anholtsgade 8,1
71404,Samsøgade 21,1
73180,Sjællandsgade 120,1
55171,Mindegade 8,1
85604,Sølystgade 10,1
87830,Thunøgade 31,1
6227,Barthsgade 5,1
9316,Brammersgade 6,1
1072,Højagervej,1
97546,Wilstersgade 35,1
22500,Fasanvej 28,1
9333,Brammersgade 27,1
1809,Ole Rømers Gade (1907-),1
77298,Skovvangsvej 147,1
32053,Hedemannsgade 4,1
14751,Dalgas Avenue 2,1
87847,Thunøgade 50,1
98018,Ørnevej 4,1
71363,Saltholmsgade 29,1
97726,Ærøgade 5,1
32823,Helgesvej 1,1
100070,Ågade 7,1
108507,Mejlgade 96,1
89142,Tordenskjoldsgade 33,1
22259,Ewaldsgade 9,1
15580,De Mezas Vej 1,1
62275,Ordrupvej 1,1
51334,Lundbyesgade 23,1
28317,Grønnegade 49,1
93156,Valdemarsgade 36,1
35925,Horsensgade 15,1
86276,Søndre Ringgade 19,1
23865,Frederiks Alle 30,1
63304,Paradisgade 9,1
22386,Falstersgade 48,1
28793,Gyldenløvesgade 5,1
1614,Mirabellevej,1
48944,Langelandsgade 17,1
1843,Pallisvej,1
39066,Ingerslevs Boulevard 21,1
108208,Badstuegade 890,1
26826,Graven 9,1
12733,Bøgegade 6,1
108960,Aarhus Kunstbygning (1917-),1
84326,Strandvejen 18,1
22354,Falstersgade 18,1
15522,Dannebrogsgade 23,1
77378,Skovvangsvej 235,1
72197,Sejrøgade 17,1
109582,Aarhus Rådhus (1857-1941),1
73093,Sjællandsgade 58,1
32051,Hedemannsgade 2,1
60789,Nørre Alle 64,1
108119,Frederiks Bro,1
108815,Mejlgade 4,1
54240,Marselis Boulevard 112,1
77364,Skovvangsvej 221,1
2217,Slugten,1
26828,Graven 11,1
108956,Skt. Pauls Kirke (1887-),1
79867,Solbakkevej 7,1
98019,Ørnevej 5,1
77436,Skovvejen 40,1
31867,Havnegade 30,1
8945,Borggade 12,1
28327,Grønnegade 56,1
97062,Volden 10,1
63,Arendalsvej (1927-),1
23952,Frederiks Alle 138,1
108595,Snævringen,1
108035,Vestergade 9,1
24,Ahornvej,1
45658,Klosterport 6,1
9350,Brammersgade 60,1
4919,Asylvej 1,1
29694,Haraldsgade 45,1
107705,Møllevang,1
2358,Strandvænget,1
87859,Thyrasgade 4,1
54879,Mejlgade 79,1
1376,Kærlighedsstien,1
23812,Fredericiagade 22,1
73192,Sjællandsgade 132,1
85631,Sølystgade 33,1
89036,Toldbodgade 8,1
23743,Fredensgade 47,1
1926,Regenburgsgade,1
60893,Nørregade 44,1
59202,Norsgade 25,1
57403,Møllestien 36,1
51321,Lundbyesgade 8,1
32793,Helgenæsgade 2,1
55473,Montanagade 51,1
4883,Assensgade 7,1
32863,Helgolandsgade 23,1
23814,Fredericiagade 27,1
59403,Ny Munkegade 34,1
39152,Irisvej 8,1
64237,Platanvej 3,1
2603,Tårbækvej (1920-),1
71454,Samsøgade 94,1
67498,Rosenkrantzgade 16,1
1566,Marienlundsvej,1
33742,Hjortensgade 24,1
99372,Østrevej 23,1
24016,Frederiksgade 43,1
25656,Gammel Munkegade 19,1
35922,Horsensgade 9,1
94260,Vejlegade 9,1
51323,Lundbyesgade 10,1
51405,Lundingsgade 24,1
22389,Falstersgade 51,1
1571,Marklodden,1
87800,Thunøgade 7B,1
57408,Møllestien 43,1
51089,Lollandsgade 18,1
84485,Studsgade 38,1
54279,Marselisborg Alle 5,1
2498,Tjelevej,1
29672,Haraldsgade 9,1
42543,Kannikegade 14,1
81742,Stationsgade 2,1
23730,Fredensgade 38,1
54795,Mejlgade 24,1
1879,Platanvej,1
97484,Willemoesgade 22,1
66485,Ringkøbingvej 9,1
107699,Moesgård,1
23655,Fredens Torv 1,1
108168,Hans Hartvig Seedorffs Stræde 12,1
9325,Brammersgade 19,1
657,Frejasvej,1
59504,Nyborggade 4,1
51329,Lundbyesgade 18,1
45866,Knudrisgade 18,1
16462,Edisonsvej 15,1
73102,Sjællandsgade 62,1
77497,Skovvejen 111,1
2036,Rønnevej,1
39067,Ingerslevs Boulevard 22,1
3971,Amaliegade 17,1
1964,Rolfsgade,1
95073,Vesterport 10,1
55419,Montanagade 5,1
77276,Skovvangsvej 36,1
15493,Dannebrogsgade 3,1
59384,Ny Munkegade 11,1
108554,Mejlgade 131,1
23926,Frederiks Alle 114,1
68823,Ryesgade 1,1
46976,Kriegersvej 19,1
20148,Engelstoft 20,1
71393,Samsøgade 10,1
2107,Siriusvej,1
82443,Steinmannsgade 4,1
73074,Sjællandsgade 40,1
92486,Udsigten 15,1
1985,Rugbakkevej,1
66501,Ringkøbingvej 27,1
28346,Grønnegade 74,1
51331,Lundbyesgade 20,1
28740,Gyden 5,1
59419,Ny Munkegade 65,1
15503,Dannebrogsgade 15,1
2673,Vestergårdsvej,1
58481,Nordre Ringgade 58,1
55448,Montanagade 30,1
1519,Lærkevej,1
28345,Grønnegade 72,1
97482,Willemoesgade 18,1
97505,Willemoesgade 42,1
28382,Grønningen 1,1
77474,Skovvejen 73,1
7786,Bissensgade 5,1
71996,Schleppegrellsgade 17,1
93153,Valdemarsgade 33,1
47706,Kystvejen 61,1
54308,Marselisborg Alle 27,1
71411,Samsøgade 28,1
23908,Frederiks Alle 99,1
837,Harald Skovbys Gade (1906-),1
349,Carl Jensens Vej,1
32204,Heibergsgade 34,1
431,Drosselvej (1927-),1
108021,Frue Kirkerist,1
25136,Fynsgade 26,1
108207,Lille Torv 268,1
740,Glentevej,1
97473,Willemoesgade 7,1
40737,Jerichausgade 14,1
4114,Anholtsgade 6,1
71982,Schleppegrellsgade 3,1
72182,Sejrøgade 3,1
67256,Rolighedsvej 79,1
73053,Sjællandsgade 20,1
77415,Skovvejen 21,1
107436,Marselisborg Hospital,1
48943,Langelandsgade 16,1
72006,Schleppegrellsgade 24,1
77496,Skovvejen 109,1
32833,Helgesvej 11,1
11,Adolph Meyers Vej (1937-),1
107838,Vejlby,1
60892,Nørregade 42,1
665,Frodesvej,1
85654,Sølystgade 53,1
54420,Marstrandsgade 32,1
23882,Frederiks Alle 62,1
23871,Frederiks Alle 47,1
59429,Ny Munkegade 72,1
2470,Thorsvej,1
71345,Saltholmsgade 3,1
71395,Samsøgade 11,1
3143,Absalonsgade 12,1
108511,Munkeport,1
45631,Klostergade 37,1
97624,Yrsavej 30,1
108957,Aarhus Amtssygehus - Ingerslevs Boulevard (1882-1935),1
89111,Tordenskjoldsgade 6,1
23661,Fredens Torv 7,1
23809,Fredericiagade 16,1
8255,Blegdammen 8,1
60758,Nørre Alle 49,1
71408,Samsøgade 25,1
54270,Marselisborg Alle 3A,1
3174,Absalonsgade 43,1
60723,Nørre Alle 30,1
546,Engdraget,1
30167,Haslevej 17,1
73154,Sjællandsgade 99,1
90846,Trepkasgade 18,1
107842,Viby,1
71398,Samsøgade 15,1
693,Fænøgade,1
28795,Gyldenløvesgade 7,1
1306,Kongevejen (1937-),1
66208,Regenburgsgade 13,1
22346,Falstersgade 11,1
2137,Skolebanken,1
32838,Helgesvej 16,1
76199,Skovfaldet 11,1
67524,Rosensgade 19,1
1957,Risvangen,1
54241,Marselis Boulevard 113,1
73194,Sjællandsgade 134,1
39055,Ingerslevs Boulevard 8,1
51118,Lollandsgade 51,1
82454,Steinmannsgade 15,1
34423,Holbergsgade 8,1
24023,Frederiksgade 51,1
59383,Ny Munkegade 10,1
65617,Randersvej 30,1
89177,Tordenskjoldsgade 84,1
107744,Rosenhøj,1
45615,Klostergade 20,1
35921,Horsensgade 8,1
97083,Volden 31,1
6231,Barthsgade 9,1
60818,Nørre Alle 84,1
54893,Mejlgade 95,1
62379,Orla Lehmanns Alle 6,1
28314,Grønnegade 47,1
2600,Tøndergade,1
87870,Thyrasgade 16,1
59529,Nygade 18,1
77393,Skovvejen 4,1
55450,Montanagade 32,1
28574,Guldsmedgade 29,1
826,Hans Hartvig Seedorffs Stræde,1
29590,Harald Jensens Plads 15,1
77461,Skovvejen 57,1
22262,Ewaldsgade 14,1
73087,Sjællandsgade 53,1
41657,Jyllands Alle 5,1
95061,Vesterport 4,1
110,Bakkely,1
51385,Lundingsgade 9,1
63341,Park Alle 9,1
93150,Valdemarsgade 29,1
54392,Marstrandsgade 5,1
94425,Vesterbrogade 1,1
50744,Lindevej 1,1
73172,Sjællandsgade 115,1
1937,Reykjaviksgade (1929-),1
51123,Lollandsgade 56,1
55484,Montanagade 68,1
77701,Skt. Pauls Gade 42,1
87883,Tietgens Plads 8,1
61383,Odensegade 33,1
108665,Møllegyde,1
98211,Østboulevarden 35,1
15582,De Mezas Vej 3,1
4933,Atlasvej 5,1
41764,Jægergårdsgade 16,1
71455,Samsøgade 96,1
90843,Trepkasgade 14,1
28565,Guldsmedgade 24,1
54299,Marselisborg Alle 17,1
10937,Bulowsgade 32,1
1230,Katrinebjergvej (1935-),1
24000,Frederiksgade 28,1
72449,Silkeborgvej 43,1
59408,Ny Munkegade 42,1
33745,Hjortensgade 30,1
71435,Samsøgade 62,1
1433,Lerbjerg,1
51380,Lundingsgade 4,1
1288,Klostertorvet,1
24029,Frederiksgade 60,1
81065,Spanien 63,1
23933,Frederiks Alle 121,1
34435,Holbergsgade 22,1
3160,Absalonsgade 29,1
41754,Jægergårdsgade 5,1
94615,Vestergade 84,1
107546,Constantinsborg,1
68728,Rungstedvej 11,1
16161,Dybbølgade 9,1
87854,Thunøgade 58,1
84344,Strandvejen 88,1
1497,Lyngbyvej (1932-),1
453,Edisonsvej,1
1262,Kirketorvet,1
29693,Haraldsgade 43,1
42433,Kanehaven 19,1
39059,Ingerslevs Boulevard 14,1
85658,Sølystgade 57,1
67212,Rolfsgade 20,1
2434,Søvej,1
85639,Sølystgade 39,1
71403,Samsøgade 20,1
77380,Skovvangsvej 237,1
84484,Studsgade 36,1
56415,Museumsgade 12,1
75535,Skolegade 2,1
82446,Steinmannsgade 7,1
73041,Sjællandsgade 9,1
54807,Mejlgade 33,1
15527,Dannebrogsgade 24,1
51411,Lundingsgade 35,1
71407,Samsøgade 24,1
1677,Møllebakken,1
87321,Teglværksgade 18,1
54901,Mejlgade 107,1
32795,Helgenæsgade 4,1
47703,Kystvejen 55,1
3963,Amaliegade 7,1
57418,Møllestien 51,1
64111,Pilevej 14,1
28323,Grønnegade 54,1
85624,Sølystgade 25,1
73076,Sjællandsgade 42,1
23811,Fredericiagade 20,1
91905,Trøjborgvej 16,1
39186,Istedgade 27,1
39188,Istedgade 31,1
93186,Valdemarsgade 61,1
55425,Montanagade 10,1
32181,Heibergsgade 9,1
45898,Knudrisgade 46,1
14328,Chr. Kiers Plads 4,1
51114,Lollandsgade 47,1
32203,Heibergsgade 32,1
14632,Christiansgade 30,1
62383,Orla Lehmanns Alle 10,1
10946,Bulowsgade 38,1
71426,Samsøgade 44,1
108236,Studsgade 158,1
94362,Vester Alle 7,1
108261,Vestergade 52,1
77487,Skovvejen 93,1
108097,Skt. Clemens Torv 5,1
73175,Sjællandsgade 118,1
107597,Harlev Sogn,1
15530,Dannebrogsgade 31,1
108972,Aarhus Kommunehospital (1893-),1
108893,Galgebakken,1
108583,Mejlgade 130,1
51336,Lundbyesgade 26,1
29591,Harald Jensens Plads 17,1
109394,Havgyden (1871-1939),1
25138,Fynsgade 28,1
85,Atlasvej,1
22910,Fiskergade 42,1
26431,Gerlachsgade 10,1
68831,Ryesgade 8,1
59422,Ny Munkegade 67,1
54292,Marselisborg Alle 9,1
84480,Studsgade 34,1
48950,Langelandsgade 24,1
34419,Holbergsgade 4,1
51093,Lollandsgade 22,1
73078,Sjællandsgade 44,1
71462,Samsøgade 106,1
60834,Nørrebrogade 2,1
77460,Skovvejen 55,1
2455,Ternevej,1
52565,Læssøesgade 49,1
97593,Ydunsvej 25,1
47707,Kystvejen 63,1
3968,Amaliegade 14,1
109031,Viby Mark,1
25139,Fynsgade 29,1
25257,Fåborggade 19A,1
1970,Rosengaarden (1933-),1
23600,Fortevej 112,1
26873,Graven 25,1
73126,Sjællandsgade 81,1
84315,Strandvejen 8A,1
71432,Samsøgade 56,1
89161,Tordenskjoldsgade 65,1
1165,Jernbanevej,1
33133,Herredsvej 12,1
108720,M. P. Bruuns Bro (1875-),1
34441,Holbergsgade 28,1
22353,Falstersgade 17,1
4896,Assensgade 30,1
1195,Kalmargade (1930-),1
60727,Nørre Alle 33,1
85619,Sølystgade 21,1
51135,Lollandsgade 68,1
61372,Odensegade 22,1
9319,Brammersgade 10,1
597,F. Vestergaards Gade (1913-),1
2149,Skovbakkevej,1
22387,Falstersgade 49,1
85603,Sølystgade 9,1
32205,Heibergsgade 36,1
59401,Ny Munkegade 28,1
3969,Amaliegade 15,1
3964,Amaliegade 8,1
59192,Norsgade 19,1
2241,Solbakkevej,1
32180,Heibergsgade 8,1
4898,Assensgade 34,1
67965,Rugbakkevej 18,1
77382,Skovvangsvej 240,1
929,Hedeager,1
25137,Fynsgade 27,1
87833,Thunøgade 33,1
60918,Nørreport 25,1
55413,Montanagade 1,1
93101,Vagtelvej 6,1
71399,Samsøgade 16,1
75527,Skolebakken 17,1
109287,Aarhus Rådhus (1683-1859),1
32864,Helgolandsgade 25,1
97512,Willemoesgade 50,1
57423,Møllestien 59,1
54205,Marselis Boulevard 74,1
25119,Fynsgade 3,1
77330,Skovvangsvej 182,1
57414,Møllestien 49,1
92110,Tværgade 65,1
131,Banevej,1
93175,Valdemarsgade 50,1
51087,Lollandsgade 16,1
2814,Østrevej,1
639,Forten,1
1690,Mønsgade,1
32802,Helgenæsgade 10,1
45903,Knudrisgade 50,1
57235,Møllegade 13,1
41794,Jægergårdsgade 44,1
73114,Sjællandsgade 72,1
59402,Ny Munkegade 32,1
71427,Samsøgade 46,1
2046,Rådmand Liisbergs Gade (1929-),1
98186,Østboulevarden 1,1
90836,Trepkasgade 6,1
57398,Møllestien 26,1
98542,Østergade 28,1
28386,Grønningen 6,1
108470,Harmonien,1
87880,Tietgens Plads 5,1
23808,Fredericiagade 14,1
60806,Nørre Alle 77,1
32857,Helgolandsgade 17,1
1124,Irisvej,1
2296,Stationsgade,1
8799,Bogensegade 11,1
32190,Heibergsgade 18,1
94255,Vejlegade 4,1
85612,Sølystgade 16,1
14761,Dalgas Avenue 10,1
2175,Skt. Clemens Stræde,1
84094,Strandparken 1,1
32834,Helgesvej 12,1
48951,Langelandsgade 25,1
16014,Dronning Margrethes Vej 14,1
63308,Paradisgade 12,1
73035,Sjællandsgade 2,1
15583,De Mezas Vej 4,1
52868,Maden 4,1
54218,Marselis Boulevard 89,1
51379,Lundingsgade 3,1
98188,Østboulevarden 5,1
823,Hans Broges Gade,1
25134,Fynsgade 24,1
7784,Bissensgade 3,1
73089,Sjællandsgade 54,1
7805,Bjarkesvej 3,1
90011,Tousvej 5,1
47177,Kroghsgade 8,1
66481,Ringkøbingvej 4,1
51088,Lollandsgade 17,1
34422,Holbergsgade 7,1
2679,Vestervang,1
98183,Østbanetorvet 7,1
71417,Samsøgade 33,1
58507,Nordre Ringgade 111,1
77434,Skovvejen 38,1
2693,Vibevej,1
87835,Thunøgade 37,1
25647,Gammel Munkegade 6,1
59404,Ny Munkegade 36,1
77290,Skovvangsvej 131,1
59527,Nygade 14,1
23988,Frederiksgade 14,1
71635,Sandgravvej 3,1
66507,Ringkøbingvej 35,1
