id,display,rank
9341,Brammersgade 40,4
57413,Møllestien 48,4
33694,Hjelmensgade 11,4
45896,Knudrisgade 45,4
85787,Søndergade 62,4
55416,Montanagade 3,4
28579,Guldsmedgade 33,4
54400,Marstrandsgade 15,4
73195,Sjællandsgade 135,4
54861,Mejlgade 69,4
32185,Heibergsgade 12,4
77456,Skovvejen 49,4
59393,Ny Munkegade 16,4
5205,Badstuegade 14,4
85786,Søndergade 60,4
45608,Klostergade 14,4
259,Brinken,4
3145,Absalonsgade 16,4
25126,Fynsgade 9,4
108133,Trøjborg,4
22258,Ewaldsgade 8,4
1734,Nordre Ringgade (1931-),4
32792,Helgenæsgade 1,4
85615,Sølystgade 18,4
59428,Ny Munkegade 71,4
28571,Guldsmedgade 27,4
57232,Møllegade 9,4
98547,Østergade 40,4
32195,Heibergsgade 23,4
98545,Østergade 33,4
54869,Mejlgade 73,4
61373,Odensegade 23,4
94596,Vestergade 62,4
9336,Brammersgade 32,4
91906,Trøjborgvej 22,4
73106,Sjællandsgade 64,4
45883,Knudrisgade 32,4
51099,Lollandsgade 28,4
34427,Holbergsgade 14,4
773,Grønningen (1917-),4
2419,Søndre Ringgade (1931-),4
54364,Marselisvej 9,4
45609,Klostergade 15,4
51407,Lundingsgade 28,4
59173,Norsgade 6,4
24008,Frederiksgade 37,4
23813,Fredericiagade 25,4
59420,Ny Munkegade 66,4
5215,Badstuegade 22,4
59518,Nygade 3,4
1965,Rolighedsvej,4
45894,Knudrisgade 43,4
22372,Falstersgade 36,4
85201,Søgade 4,4
60894,Nørregade 45,4
59386,Ny Munkegade 12,4
61374,Odensegade 24,4
14766,Dalgas Avenue 19,4
71353,Saltholmsgade 19,4
82444,Steinmannsgade 5,4
55471,Montanagade 48,4
23973,Frederiksbjerg Torv 2,4
1070,Højager,4
51137,Lollandsgade 70,4
87801,Thunøgade 8,4
71409,Samsøgade 26,4
59423,Ny Munkegade 68,4
45626,Klostergade 33,4
89107,Tordenskjoldsgade 2,4
45861,Knudrisgade 14,4
87836,Thunøgade 39,4
28312,Grønnegade 43,4
48936,Langelandsgade 8,4
87856,Thunøgade 62,4
71414,Samsøgade 31,4
5212,Badstuegade 20,4
54407,Marstrandsgade 20,4
87820,Thunøgade 19,4
9346,Brammersgade 52,4
77425,Skovvejen 30,4
77390,Skovvejen 2,4
71981,Schleppegrellsgade 2,4
98549,Østergade 44,4
92082,Tværgade 12,4
32866,Helgolandsgade 29,4
15496,Dannebrogsgade 6,4
45645,Klostergade 70,4
281,Buen,4
97547,Wilstersgade 36,4
28344,Grønnegade 71,4
5218,Badstuegade 26,4
55455,Montanagade 37,4
63312,Paradisgade 17,4
54397,Marstrandsgade 10,4
85225,Søgade 17,4
1406,Langelinie,4
51085,Lollandsgade 14,4
84470,Studsgade 26,4
107527,Brabrand,4
75526,Skolebakken 11,4
51096,Lollandsgade 25,4
97554,Wilstersgade 49,4
1735,Nordre Strandvej,4
55470,Montanagade 47,4
33737,Hjortensgade 19,4
45899,Knudrisgade 47,4
46977,Kriegersvej 21,4
14621,Christiansgade 18,4
59380,Ny Munkegade 8,4
22914,Fiskergade 66,4
54832,Mejlgade 45,4
60868,Nørregade 10,4
9351,Brammersgade 62,4
54842,Mejlgade 50,4
61362,Odensegade 7,4
87787,Thunøgade 1A,4
732,Gerlachsgade (1918-),4
28310,Grønnegade 41,4
2001,Runestenen,4
2563,Tretommervej,4
45887,Knudrisgade 36,4
97066,Volden 15,4
45870,Knudrisgade 21,4
39187,Istedgade 29,4
60888,Nørregade 38,4
85656,Sølystgade 55,4
16163,Dybbølgade 14,4
85642,Sølystgade 42,4
23924,Frederiks Alle 112,4
3962,Amaliegade 6,4
23972,Frederiksbjerg Torv 1,4
8796,Bogensegade 7,4
55479,Montanagade 58,4
59400,Ny Munkegade 26,4
97478,Willemoesgade 11,4
962,Herningvej (1923-),4
71406,Samsøgade 23,4
22265,Ewaldsgade 19,4
67497,Rosenkrantzgade 15,4
61365,Odensegade 14,4
32800,Helgenæsgade 8,4
47695,Kystvejen 39,4
45652,Klostergade 82,4
67495,Rosenkrantzgade 12,4
22340,Falstersgade 6,4
73058,Sjællandsgade 25,4
75536,Skolegade 5,4
42330,Kaløgade 1,4
45874,Knudrisgade 25,4
73163,Sjællandsgade 107,4
28300,Grønnegade 2,4
4897,Assensgade 32,4
45612,Klostergade 18,4
14750,Dalgas Avenue 1,4
3154,Absalonsgade 23,4
59416,Ny Munkegade 62,4
108896,Skejby Mark,4
8254,Blegdammen 7,4
109708,Vennelyst Pavillonen (1850-1945),4
22390,Falstersgade 53,4
54302,Marselisborg Alle 20,4
33687,Hjelmensgade 5,4
91897,Trøjborgvej 8,4
42335,Kaløgade 6,4
9337,Brammersgade 34,4
73133,Sjællandsgade 84,4
34436,Holbergsgade 23,4
71397,Samsøgade 13,4
39057,Ingerslevs Boulevard 10,4
77499,Skovvejen 115,4
33739,Hjortensgade 21,4
84314,Strandvejen 8,4
54856,Mejlgade 63,4
77489,Skovvejen 97,4
24025,Frederiksgade 53,4
32794,Helgenæsgade 3,4
93144,Valdemarsgade 20,4
87808,Thunøgade 12,4
4895,Assensgade 28,4
57228,Møllegade 6,4
87845,Thunøgade 48,4
28575,Guldsmedgade 30,4
66447,Ridderstræde 6,4
61390,Odensegade 40,4
55318,Molsgade 5,4
2759,Yrsavej,4
28355,Grønnegade 81,4
57415,Møllestien 50,4
68849,Ryesgade 28,4
45642,Klostergade 60,4
55422,Montanagade 7,4
71418,Samsøgade 34,4
48942,Langelandsgade 15,4
22903,Fiskergade 2,4
97476,Willemoesgade 10,4
67489,Rosenkrantzgade 7,4
32855,Helgolandsgade 15,4
73160,Sjællandsgade 103,4
14760,Dalgas Avenue 9,4
45904,Knudrisgade 52,4
73085,Sjællandsgade 51,4
54785,Mejlgade 17,4
54399,Marstrandsgade 12,4
22337,Falstersgade 3,4
838,Haraldsgade,4
8795,Bogensegade 6,4
32807,Helgenæsgade 17,4
28544,Guldsmedgade 2,4
459,Egegade,4
61370,Odensegade 19,3
63286,Paradisgade 1,3
35927,Horsensgade 19,3
3137,Absalonsgade 6,3
54414,Marstrandsgade 24,3
55438,Montanagade 21,3
73043,Sjællandsgade 12,3
3140,Absalonsgade 9,3
71429,Samsøgade 50,3
22383,Falstersgade 45,3
60854,Nørrebrogade 24,3
73067,Sjællandsgade 33,3
54885,Mejlgade 86,3
91914,Trøjborgvej 40,3
73056,Sjællandsgade 23,3
93165,Valdemarsgade 43,3
61393,Odensegade 43,3
45603,Klostergade 5,3
2114,Skanderborgvej,3
48956,Langelandsgade 31,3
59368,Ny Munkegade 1,3
57421,Møllestien 55,3
32200,Heibergsgade 27,3
45901,Knudrisgade 48,3
71451,Samsøgade 87,3
73191,Sjællandsgade 131,3
22342,Falstersgade 8,3
55173,Mindegade 10,3
23662,Fredens Torv 8,3
9320,Brammersgade 11,3
71416,Samsøgade 32,3
55460,Montanagade 41,3
51133,Lollandsgade 66,3
16164,Dybbølgade 15,3
1684,Mølleparken,3
28342,Grønnegade 69,3
73151,Sjællandsgade 96,3
34418,Holbergsgade 3,3
2155,Skovgaardsgade,3
94542,Vestergade 46,3
87846,Thunøgade 49,3
55170,Mindegade 7,3
63311,Paradisgade 15,3
22347,Falstersgade 12,3
32858,Helgolandsgade 18,3
59450,Ny Munkegade 95,3
73090,Sjællandsgade 55,3
32805,Helgenæsgade 14,3
42337,Kaløgade 8,3
73069,Sjællandsgade 35,3
60714,Nørre Alle 24,3
14764,Dalgas Avenue 15,3
45611,Klostergade 17,3
107806,Sønderbro,3
94600,Vestergade 71,3
54803,Mejlgade 30,3
1821,Ordrupvej (1932-),3
57422,Møllestien 57,3
2184,Skt. Pauls Gade,3
263,Brogade,3
3973,Amaliegade 19,3
46972,Kriegersvej 9,3
89108,Tordenskjoldsgade 3,3
87310,Teglværksgade 7,3
85610,Sølystgade 14,3
54902,Mejlgade 109,3
93148,Valdemarsgade 28,3
97472,Willemoesgade 6,3
24010,Frederiksgade 39,3
54871,Mejlgade 75,3
2597,Tværvej,3
68845,Ryesgade 24,3
71360,Saltholmsgade 27,3
77359,Skovvangsvej 216,3
3965,Amaliegade 9,3
60843,Nørrebrogade 14,3
93155,Valdemarsgade 35,3
85203,Søgade 5,3
22394,Falstersgade 61,3
33699,Hjelmensgade 16,3
28581,Guldsmedgade 36,3
73116,Sjællandsgade 74,3
47696,Kystvejen 41,3
55424,Montanagade 9,3
851,Haslevej,3
39185,Istedgade 25,3
51120,Lollandsgade 53,3
73108,Sjællandsgade 66,3
94501,Vestergade 4,3
71990,Schleppegrellsgade 10,3
1064,Høegh-Guldbergs Gade (1902-),3
77498,Skovvejen 113,3
34438,Holbergsgade 25,3
22264,Ewaldsgade 17,3
28553,Guldsmedgade 15,3
407,Dannevang,3
33724,Hjortensgade 9,3
1196,Kalstrup,3
45659,Klosterport 7,3
14752,Dalgas Avenue 3,3
87826,Thunøgade 26,3
51404,Lundingsgade 22,3
730,Gentoftevej (1920-),3
2758,Ydunsvej,3
85614,Sølystgade 17,3
51138,Lollandsgade 71,3
73044,Sjællandsgade 14,3
73182,Sjællandsgade 122,3
85638,Sølystgade 38,3
87814,Thunøgade 17,3
51403,Lundingsgade 20,3
61375,Odensegade 25,3
77506,Skovvejen 125,3
54851,Mejlgade 54,3
109477,Fiskergade 22,3
98536,Østergade 12,3
87813,Thunøgade 16,3
90838,Trepkasgade 9,3
71453,Samsøgade 92,3
61363,Odensegade 9,3
47685,Kystvejen 17,3
67507,Rosenkrantzgade 21,3
73137,Sjællandsgade 89,3
46974,Kriegersvej 15,3
59371,Ny Munkegade 3,3
98190,Østboulevarden 7,3
45858,Knudrisgade 10,3
75560,Skolegyde 4,3
640,Fortevej,3
92079,Tværgade 5,3
2687,Vestre Skovvej,3
23939,Frederiks Alle 127,3
45886,Knudrisgade 35,3
71354,Saltholmsgade 21,3
87795,Thunøgade 4,3
51079,Lollandsgade 7,3
2452,Telefonsmøgen,3
22336,Falstersgade 2,3
71444,Samsøgade 80,3
51077,Lollandsgade 5,3
109699,Dynkarken 39,3
59208,Norsgade 30,3
22379,Falstersgade 42,3
75561,Skolegyde 8,3
73061,Sjællandsgade 28,3
3144,Absalonsgade 15,3
109544,Mindegade 4,3
45863,Knudrisgade 15,3
45634,Klostergade 54,3
32063,Hedemannsgade 15,3
87822,Thunøgade 20,3
3150,Absalonsgade 19,3
97059,Volden 4,3
97536,Wilstersgade 25,3
47699,Kystvejen 45,3
83691,Store Torv 15,3
91902,Trøjborgvej 10,3
73165,Sjællandsgade 109,3
85625,Sølystgade 27,3
71401,Samsøgade 18,3
71359,Saltholmsgade 26,3
2543,Tousvej,3
16790,Egegade 16,3
97538,Wilstersgade 27,3
7787,Bissensgade 6,3
45892,Knudrisgade 41,3
33723,Hjortensgade 7,3
77408,Skovvejen 18,3
14756,Dalgas Avenue 7,3
59525,Nygade 10,3
42331,Kaløgade 2,3
363,Chr. Kiers Plads (1918-),3
54408,Marstrandsgade 21,3
77404,Skovvejen 14,3
84334,Strandvejen 34,3
51119,Lollandsgade 52,3
77437,Skovvejen 41,3
85655,Sølystgade 54,3
160,Bethesdavej,3
45864,Knudrisgade 16,3
57226,Møllegade 4,3
108166,Aarhus Bugt,3
3172,Absalonsgade 39,3
59181,Norsgade 10,3
504,Elmegade,3
67527,Rosensgade 22,3
67511,Rosenkrantzgade 31,3
77502,Skovvejen 121,3
22358,Falstersgade 25,3
55320,Molsgade 8,3
22913,Fiskergade 60,3
662,Fritiden,3
22924,Fiskergyde 11,3
57409,Møllestien 44,3
77507,Skovvejen 127,3
14770,Dalgas Avenue 27,3
71419,Samsøgade 35,3
85643,Sølystgade 43,3
28584,Guldsmedgade 40,3
32801,Helgenæsgade 9,3
71459,Samsøgade 100,3
71441,Samsøgade 78,3
71458,Samsøgade 99,3
60212,Nyvej 5,3
35915,Horsensgade 2,3
73079,Sjællandsgade 45,3
87151,Tangen 4,3
48946,Langelandsgade 19,3
55468,Montanagade 46,3
1849,Park Alle (1925-),3
51107,Lollandsgade 37,3
61389,Odensegade 39,3
85617,Sølystgade 19,3
59170,Norsgade 2,3
26829,Graven 12,3
54411,Marstrandsgade 22,3
91907,Trøjborgvej 24,3
8794,Bogensegade 5,3
9342,Brammersgade 41,3
85637,Sølystgade 37,3
39181,Istedgade 19,3
57236,Møllegade 15,3
45647,Klostergade 72,3
1348,Kroghsgade (1906-),3
77471,Skovvejen 69,3
61368,Odensegade 17,3
54854,Mejlgade 56,3
60210,Nyvej 3,3
45860,Knudrisgade 12,3
97064,Volden 12,3
9329,Brammersgade 23,3
35920,Horsensgade 7,3
28299,Grønnegade 1,3
3966,Amaliegade 10,3
71985,Schleppegrellsgade 6,3
22341,Falstersgade 7,3
60719,Nørre Alle 28,3
1459,Lindevej,3
60849,Nørrebrogade 22,3
32186,Heibergsgade 14,3
54776,Mejlgade 9,3
33740,Hjortensgade 22,3
23732,Fredensgade 40,3
108357,Harlev Mølle,3
23977,Frederiksbjerg Torv 6,3
89122,Tordenskjoldsgade 22,3
2674,Vesterled,3
108368,Kødtorvet,3
91910,Trøjborgvej 32,3
99472,Åboulevarden 25,3
97539,Wilstersgade 28,3
47700,Kystvejen 47,3
54422,Marstrandsgade 36,3
28573,Guldsmedgade 28,3
60861,Nørregade 3,3
85602,Sølystgade 8,3
59178,Norsgade 7,3
57410,Møllestien 45,3
34424,Holbergsgade 10,3
93145,Valdemarsgade 23,3
71422,Samsøgade 37,3
87765,Thorvaldsensgade 23,2
45865,Knudrisgade 17,2
85220,Søgade 13,2
429,Dronning Margrethes Vej,2
34439,Holbergsgade 26,2
77278,Skovvangsvej 40,2
2617,Universitetsparken,2
34429,Holbergsgade 16,2
85208,Søgade 6,2
9347,Brammersgade 54,2
45888,Knudrisgade 37,2
76256,Skovgaardsgade 2,2
54313,Marselisborg Alle 31,2
9332,Brammersgade 26,2
28358,Grønnegade 84,2
87884,Tietgens Plads 9,2
93138,Valdemarsgade 1,2
84324,Strandvejen 16,2
32806,Helgenæsgade 15,2
87839,Thunøgade 42,2
1024,Hovedvejen,2
3153,Absalonsgade 22,2
77368,Skovvangsvej 225,2
84313,Strandvejen 6,2
2695,Viborgvej,2
97481,Willemoesgade 16,2
51128,Lollandsgade 61,2
59180,Norsgade 9,2
25640,Gammel Munkegade 4,2
59414,Ny Munkegade 58,2
67508,Rosenkrantzgade 22,2
77501,Skovvejen 119,2
2781,Ørnevej,2
3138,Absalonsgade 7,2
85645,Sølystgade 45,2
61379,Odensegade 29,2
55324,Molsgade 12,2
2144,Skolevej,2
59206,Norsgade 28,2
108559,Mejlgade 129,2
75524,Skolebakken 5,2
60702,Nørre Alle 17,2
71362,Saltholmsgade 28,2
25132,Fynsgade 21,2
8942,Borggade 9,2
91919,Trøjborgvej 50,2
85599,Sølystgade 5,2
2269,Sonnesgade,2
40736,Jerichausgade 12,2
28564,Guldsmedgade 23,2
176,Birkevej,2
89114,Tordenskjoldsgade 9,2
94602,Vestergade 73,2
94601,Vestergade 72,2
73138,Sjællandsgade 90,2
61371,Odensegade 21,2
77377,Skovvangsvej 234,2
59520,Nygade 5,2
98531,Østergade 2,2
59446,Ny Munkegade 91,2
71410,Samsøgade 27,2
87840,Thunøgade 43,2
59502,Nyborggade 2,2
65667,Randersvej 110,2
86309,Søndre Ringgade 61,2
22359,Falstersgade 27,2
73164,Sjællandsgade 108,2
77419,Skovvejen 25,2
85605,Sølystgade 11,2
22381,Falstersgade 44,2
28357,Grønnegade 83,2
4121,Anholtsgade 13,2
60819,Nørre Alle 85,2
9746,Brendstrupvej 20,2
116,Balagervej,2
14622,Christiansgade 20,2
59437,Ny Munkegade 79,2
33695,Hjelmensgade 12,2
54307,Marselisborg Alle 25,2
93147,Valdemarsgade 27,2
87851,Thunøgade 55,2
28321,Grønnegade 52,2
35916,Horsensgade 3,2
72004,Schleppegrellsgade 22,2
60803,Nørre Alle 75,2
32174,Heibergsgade 2,2
59439,Ny Munkegade 81,2
77490,Skovvejen 99,2
22343,Falstersgade 9,2
82451,Steinmannsgade 12,2
262,Brobjergvej,2
87815,Thunøgade 18,2
91908,Trøjborgvej 26,2
71450,Samsøgade 85,2
33746,Hjortensgade 32,2
4119,Anholtsgade 11,2
9334,Brammersgade 28,2
2812,Østre Skovvej,2
60752,Nørre Alle 45,2
2133,Skjoldsgade,2
9343,Brammersgade 42,2
77401,Skovvejen 10,2
40734,Jerichausgade 10,2
2151,Skovbrynet (1918-),2
73055,Sjællandsgade 22,2
62381,Orla Lehmanns Alle 7,2
73140,Sjællandsgade 91,2
45639,Klostergade 58,2
65669,Randersvej 112,2
45859,Knudrisgade 11,2
60790,Nørre Alle 66,2
23884,Frederiks Alle 64,2
604,Fasanvej (1927-),2
71446,Samsøgade 81,2
72543,Silkeborgvej 207,2
54873,Mejlgade 77,2
60878,Nørregade 20,2
97480,Willemoesgade 15,2
22393,Falstersgade 59,2
39178,Istedgade 10,2
56411,Museumsgade 4,2
40741,Jerichausgade 18,2
84463,Studsgade 16,2
39078,Ingerslevs Plads 3,2
55181,Mindet 4,2
73095,Sjællandsgade 60,2
51105,Lollandsgade 35,2
1773,Næringen,2
73071,Sjællandsgade 36,2
2721,Vinkelvej,2
85641,Sølystgade 41,2
2767,Ærøgade (1915-),2
15529,Dannebrogsgade 29,2
22911,Fiskergade 43,2
28577,Guldsmedgade 32,2
4888,Assensgade 18,2
108573,Nørregade 25,2
51142,Lollandsgade 77,2
9327,Brammersgade 21,2
42332,Kaløgade 3,2
87797,Thunøgade 6,2
59444,Ny Munkegade 89,2
3159,Absalonsgade 28,2
61391,Odensegade 41,2
89113,Tordenskjoldsgade 8,2
93161,Valdemarsgade 40,2
1259,Kirkestien,2
85628,Sølystgade 29,2
3768,Aldersrovej 4,2
76267,Skovgaardsgade 12,2
71986,Schleppegrellsgade 7,2
73142,Sjællandsgade 92A,2
60898,Nørregade 53,2
34446,Holbergsgade 32,2
60882,Nørregade 28,2
98178,Østbanetorvet 3,2
2330,Stockholmsgade,2
73057,Sjællandsgade 24,2
552,Enghavevej,2
108217,Søndergade 1002,2
59517,Nygade 2,2
71413,Samsøgade 30,2
90074,Tousvej 53,2
955,Hendrik Pontoppidans Gade (1903-),2
82445,Steinmannsgade 6,2
22395,Falstersgade 63,2
51090,Lollandsgade 19,2
450,Eckersbergsgade,2
33750,Hjortensgade 40,2
51136,Lollandsgade 69,2
9313,Brammersgade 3,2
32799,Helgenæsgade 7,2
59526,Nygade 12,2
33753,Hjortensgade 48,2
5217,Badstuegade 24,2
82447,Steinmannsgade 8,2
73198,Sjællandsgade 141,2
28320,Grønnegade 51,2
23913,Frederiks Alle 104,2
59521,Nygade 6,2
15495,Dannebrogsgade 5,2
15531,Dannebrogsgade 33,2
60899,Nørregade 55,2
93158,Valdemarsgade 38,2
73077,Sjællandsgade 43,2
22254,Ewaldsgade 5,2
94538,Vestergade 43,2
8253,Blegdammen 6,2
60748,Nørre Alle 43,2
55474,Montanagade 53,2
2632,Vangen,2
39180,Istedgade 14,2
91909,Trøjborgvej 28,2
51391,Lundingsgade 15,2
54418,Marstrandsgade 29,2
46975,Kriegersvej 17,2
83680,Store Torv 4,2
25638,Gammel Munkegade 2,2
89117,Tordenskjoldsgade 14,2
93140,Valdemarsgade 7,2
55451,Montanagade 33,2
1168,Joh. Baunes Plads (1929-),2
9315,Brammersgade 5,2
98541,Østergade 26,2
28322,Grønnegade 53,2
85651,Sølystgade 50,2
60791,Nørre Alle 68,2
33698,Hjelmensgade 15,2
2833,Ågade,2
4118,Anholtsgade 10,2
87309,Teglværksgade 6,2
33682,Hjelmensgade 1,2
71989,Schleppegrellsgade 9,2
77486,Skovvejen 91,2
71424,Samsøgade 40,2
61377,Odensegade 27,2
87305,Teglværksgade 1,2
85792,Søndergade 72,2
77465,Skovvejen 61,2
1917,Rampen,2
89140,Tordenskjoldsgade 32,2
54306,Marselisborg Alle 24,2
23705,Fredensgade 21,2
87825,Thunøgade 24,2
22355,Falstersgade 19,2
71448,Samsøgade 83,2
97531,Wilstersgade 16,2
55472,Montanagade 49,2
54889,Mejlgade 90,2
51113,Lollandsgade 46,2
93157,Valdemarsgade 37,2
32840,Helgesvej 18,2
45889,Knudrisgade 38,2
32062,Hedemannsgade 14,2
54388,Marstrandsgade 2,2
9324,Brammersgade 18,2
26432,Gerlachsgade 11,2
73037,Sjællandsgade 5,2
32201,Heibergsgade 28,2
59441,Ny Munkegade 83,2
72009,Schleppegrellsgade 27,2
54304,Marselisborg Alle 22,2
753,Graven,2
51129,Lollandsgade 62,2
48949,Langelandsgade 23,2
3173,Absalonsgade 41,2
97475,Willemoesgade 9,2
54195,Marselis Boulevard 55,2
93177,Valdemarsgade 53,2
73048,Sjællandsgade 16,2
109562,Marselisborg Gods,2
22339,Falstersgade 5,2
55179,Mindet 1,2
109058,Grønland,2
97479,Willemoesgade 14,2
107815,Tingvad,2
51127,Lollandsgade 60,2
40729,Jerichausgade 2,2
59405,Ny Munkegade 38,2
89187,Tordenskjoldsgade 104,2
73112,Sjællandsgade 70,2
58506,Nordre Ringgade 110,2
77491,Skovvejen 101,2
55323,Molsgade 11,2
80572,Solsortevej 21,2
34431,Holbergsgade 18,2
73040,Sjællandsgade 8,2
48997,Langelandsgade 132,2
59412,Ny Munkegade 50,2
3141,Absalonsgade 10,2
958,Herluf Trolles Gade (1901-),2
71638,Sandgravvej 5,2
25140,Fynsgade 30,2
54887,Mejlgade 88,2
54864,Mejlgade 71,2
51140,Lollandsgade 73,2
91903,Trøjborgvej 12,2
75454,Skjoldsgade 18,2
107696,Marselisborg,2
73168,Sjællandsgade 111,2
73185,Sjællandsgade 125,2
2656,Vennelyst Boulevard,2
97354,Vølundsvej 15,2
35926,Horsensgade 17,2
5723,Balagervej 27,2
1874,Pilevej,2
87307,Teglværksgade 4,2
61386,Odensegade 36,2
9318,Brammersgade 9,2
77398,Skovvejen 8,2
55475,Montanagade 54,2
33743,Hjortensgade 26,2
22385,Falstersgade 47,2
45644,Klostergade 68,2
2300,Stationsvej,2
15516,Dannebrogsgade 22,2
51386,Lundingsgade 10,2
40743,Jerichausgade 22,2
93152,Valdemarsgade 32,2
97540,Wilstersgade 29,2
67502,Rosenkrantzgade 18,2
87810,Thunøgade 14,2
28349,Grønnegade 77,2
59194,Norsgade 20,2
51098,Lollandsgade 27,2
73157,Sjællandsgade 101,2
25243,Fåborggade 6,2
2749,Vølundsvej,2
57404,Møllestien 38,2
2502,Tjørnegade,2
55453,Montanagade 35,2
41070,Joh. Baunes Plads 18,2
92083,Tværgade 14,2
14330,Chr. Kiers Plads 6,2
59398,Ny Munkegade 22,2
77361,Skovvangsvej 218,2
97487,Willemoesgade 24,2
45633,Klostergade 52,2
120,Ballevej,2
73155,Sjællandsgade 100,2
59530,Nygade 20,2
51335,Lundbyesgade 24,2
32058,Hedemannsgade 9,2
46970,Kriegersvej 5,2
51388,Lundingsgade 12,2
68731,Rungstedvej 14,2
54782,Mejlgade 15,2
87806,Thunøgade 10,2
10943,Bulowsgade 36,2
51104,Lollandsgade 33,2
45610,Klostergade 16,2
7785,Bissensgade 4,2
89186,Tordenskjoldsgade 102,2
32189,Heibergsgade 17,2
72423,Silkeborgvej 2,2
94608,Vestergade 79,2
77347,Skovvangsvej 202,2
85691,Sønder Alle 15,2
94452,Vesterbrogade 20,2
93154,Valdemarsgade 34,2
93141,Valdemarsgade 9,2
67491,Rosenkrantzgade 9,2
68730,Rungstedvej 13,2
9349,Brammersgade 58,2
57400,Møllestien 30,2
71983,Schleppegrellsgade 4,2
85623,Sølystgade 24,2
23715,Fredensgade 29,2
9331,Brammersgade 25,2
55457,Montanagade 39,2
7570,Birkevej 5,2
73054,Sjællandsgade 21,2
2664,Vester Alle,2
98538,Østergade 23,2
84112,Strandparken 19,2
90837,Trepkasgade 7,2
59426,Ny Munkegade 70,2
4894,Assensgade 26,2
87807,Thunøgade 11,2
45871,Knudrisgade 22,2
13171,Bøgevej 5,2
22260,Ewaldsgade 10,2
97068,Volden 17,2
55426,Montanagade 11,2
33733,Hjortensgade 16,2
28568,Guldsmedgade 25,2
32054,Hedemannsgade 5,2
81568,Stadion Alle 12,2
3978,Amaliegade 23,2
48978,Langelandsgade 106,2
15494,Dannebrogsgade 4,2
51117,Lollandsgade 50,2
85216,Søgade 11,2
73072,Sjællandsgade 37,2
54358,Marselisvej 3,2
94371,Vester Alle 20,2
59169,Norsgade 1,2
84096,Strandparken 3,2
97551,Wilstersgade 43,2
23742,Fredensgade 46,2
108010,Mindebro,2
51381,Lundingsgade 5,2
2095,Sejrøgade (1917-),2
85776,Søndergade 44,2
3142,Absalonsgade 11,2
54394,Marstrandsgade 7,2
42338,Kaløgade 12,2
56418,Museumsgade 20,2
45893,Knudrisgade 42,2
24006,Frederiksgade 35,2
9326,Brammersgade 20,2
2259,Solsortevej (1927-),2
34430,Holbergsgade 17,2
94419,Vesterbro Torv 8,2
4893,Assensgade 24,2
60897,Nørregade 49,2
55172,Mindegade 9,2
1689,Møllevejen,2
73132,Sjællandsgade 83,2
22906,Fiskergade 33,2
28301,Grønnegade 3,2
51126,Lollandsgade 59,2
76145,Skovbrynet 48,2
33731,Hjortensgade 15,2
85611,Sølystgade 15,2
15511,Dannebrogsgade 21,2
23906,Frederiks Alle 97,2
32859,Helgolandsgade 19,2
73258,Skanderborgvej 15,2
47687,Kystvejen 23,2
51115,Lollandsgade 48,2
9281,Bragesvej 8,2
71433,Samsøgade 58,2
571,Engvej,2
55314,Molsgade 1,2
60920,Nørreport 27,2
31866,Havnegade 28,2
94613,Vestergade 82,2
93171,Valdemarsgade 46,2
23905,Frederiks Alle 96,2
15587,De Mezas Vej 8,2
67519,Rosensgade 17,2
56420,Museumsgade 24,2
9317,Brammersgade 7,2
60901,Nørregade 59,2
97535,Wilstersgade 23,2
45868,Knudrisgade 20,2
51382,Lundingsgade 6,2
35918,Horsensgade 5,2
23921,Frederiks Alle 110,2
73052,Sjællandsgade 19,2
94426,Vesterbrogade 2,2
35297,Holmevej 109,2
51125,Lollandsgade 58,2
46973,Kriegersvej 11,2
59418,Ny Munkegade 64,2
61392,Odensegade 42,2
94603,Vestergade 74,2
137,Barthsgade (1904-),2
2251,Solgaarden (1933-),2
8251,Blegdammen 3,2
32861,Helgolandsgade 21,2
32197,Heibergsgade 25,2
54356,Marselisborg Skov 1,2
93146,Valdemarsgade 25,2
87316,Teglværksgade 13,2
8256,Blegdammen 9,2
55456,Montanagade 38,2
77250,Skovvangsvej 9,2
108074,Østbanetorvet 4,2
59438,Ny Munkegade 80,2
28337,Grønnegade 66,2
54815,Mejlgade 37,2
108141,Bispetoften,2
89188,Tordenskjoldsgade 106,2
51082,Lollandsgade 10,2
81577,Stadion Alle 20,2
1552,Malmøgade,2
61385,Odensegade 35,2
97542,Wilstersgade 32,2
26878,Graven 29,2
45857,Knudrisgade 9,2
73174,Sjællandsgade 117,2
71389,Samsøgade 4,2
7789,Bissensgade 8,2
22908,Fiskergade 39,2
47179,Kroghsgade 12,2
93182,Valdemarsgade 56,2
73068,Sjællandsgade 34,2
85652,Sølystgade 51,2
2623,Vagtelvej (1927-),2
61378,Odensegade 28,2
73166,Sjællandsgade 110,2
71452,Samsøgade 89,2
48933,Langelandsgade 4,2
94418,Vesterbro Torv 7,2
108537,Rosensgade 162,2
47686,Kystvejen 21,2
23876,Frederiks Alle 55,2
59434,Ny Munkegade 76,2
23963,Frederiks Alle 151,2
56419,Museumsgade 22,2
90839,Trepkasgade 10,2
28343,Grønnegade 70,2
97550,Wilstersgade 41,2
91913,Trøjborgvej 38,2
45660,Klosterport 9,2
81055,Spanien 3,2
22338,Falstersgade 4,2
59184,Norsgade 12,2
